CODIGO,DESCRIPCIÓN,PRECIO UNITARIO B/.,EXISTENCIA ALMACÉN CDPA MAYO 2024,EXISTENCIA ALMACÉN CDDI MAYO 2024,EXISTENCIA ALMACÉN CDCH MAYO 2024,MONTO DE EXISTENCIAS MAYO EN B/.,TOTAL DE EXISTENCIAS  DISPONIBLES MAYO 2024,EXISTENCIA ALMACÉN CDPA JUNIO 2024,EXISTENCIA ALMACÉN CDDI JUNIO 2024,EXISTENCIA ALMACÉN CDCH JUNIO 2024,MONTO DE EXISTENCIAS JUNIO EN B/.,TOTAL DE EXISTENCIAS  DISPONIBLES JUNIO 2024,EXISTENCIA ALMACÉN CDPA JULIO 2024,EXISTENCIA ALMACÉN CDDI JULIO 2024,EXISTENCIA ALMACÉN CDCH JULIO 2024,MONTO DE EXISTENCIAS JULIO EN B/.,TOTAL DE EXISTENCIAS  DISPONIBLES JULIO 2024,EXISTENCIA ALMACÉN CDPA AGOSTO 2024,EXISTENCIA ALMACÉN CDDI AGOSTO 2024,EXISTENCIA ALMACÉN CDCH AGOSTO 2024,MONTO DE EXISTENCIAS AGOSTO EN B/.,TOTAL DE EXISTENCIAS  DISPONIBLES AGOSTO 2024,EXISTENCIA ALMACÉN CDPA SEPTIEMBRE  2024,EXISTENCIA ALMACÉN CDDI SEPTIEMBRE 2024,EXISTENCIA ALMACÉN CDCH SEPTIEMBRE 2024,MONTO DE EXISTENCIAS SEPTIEMBRE EN B/.,TOTAL DE EXISTENCIAS  DISPONIBLES SEPTIEMBRE 2024
101077501,"PARACETAMOL (ACETAMINOFÉN) 300-325mg con CODEÍNA FOSFATO 30mg, tableta, V.O. ",0.15,2000,53000,9000,9600,64000,161000,146500,122000,64425,429500,355000,181000,148000,102600,684000,49000,0,0,7350,49000,177500,76000,61000,47175,314500
101079701,"LEVOTIROXINA SAL SÓDICA 0.1mg, tableta, V.O. ",0.014,6869000,821000,1647000,130718,9337000,2133000,32000,232000,33558,2397000,274000,13000,330000,8638,617000,116700,1600,11800,1821.4,130100,16000,252000,0,3752,268000
101079801,"OXIBUTININA 5mg, tableta, V.O.",0.23,408800,263100,247500,211462,919400,397600,35000,55700,112309,488300,260300,8800,3400,62675,272500,141330,24480,0,38136.3,165810,167200,28600,55200,57730,251000
101079901,"LAMOTRIGINA 100mg, tableta o tableta  dispersable masticable o tableta dispersable, V.O. ",0.057,105360,0,0,6005.52,105360,1084920,79560,49440,69193.44,1213920,335130,172410,55320,32083.02,562860,8360,0,0,476.52,8360,3930,0,0,224.01,3930
101080001,"CLOZAPINA 100mg, tableta ranurada, V.O.",0.375,61400,0,2000,23775,63400,91460,0,0,34297.5,91460,16810,0,0,6303.75,16810,540420,36600,147570,271721.25,724590,0,0,0,0,0
101082801,"ZOLPIDEM 10mg, tableta ranurada, V.O. ",0.04,20610,0,37950,2342.4,58560,887310,195720,244110,53085.6,1327140,870600,103640,222960,47888,1197200,7200,0,0,288,7200,243540,42400,82620,14742.4,368560
101082901,"TRIMETAZIDINA 20mg, tableta, V.O.",0.057,150400,43700,0,11063.7,194100,14400,0,0,820.8,14400,14400,0,0,820.8,14400,1280,2980,25370,1688.91,29630,0,0,0,0,0
101083201,"CLARITROMICINA 500mg, cápsula o tableta, V.O.",0.332,148714,41500,56750,81992.048,246964,49600,33850,76270,53027.04,159720,13580,14660,60540,29474.96,88780,150012,16443,15894,60539.868,182349,250870,79260,63640,130731.64,393770
101083401,"AZITROMICINA 500mg, cápsula o tableta, V.O.",0.19,39146,20322,21306,15347.06,80774,19232,9969,6864,6852.35,36065,42293,10635,8421,11656.31,61349,3000,13000,15435,5972.65,31435,86721,4842,7836,18885.81,99399
101083601,"LEVOFLOXACINA 500mg, tableta, V.O.",0.622,138609,9225,56315,126980.678,204149,77000,21000,35364,82952.408,133364,15000,30000,30576,47008.272,75576,254550,0,46770,187421.04,301320,0,0,1890,1175.58,1890
101083801,"LEFLUNOMIDA 20mg, tableta, V.O.",0.14,49920,0,216180,37254,266100,0,0,140250,19635,140250,476640,8400,107160,82908,592200,68500,54000,35500,22120,158000,54480,0,9780,8996.4,64260
101084001,"MORFINA SULFATO, 15MG, CAPSULA O TABLETA, V.O.",4.5,157500,65000,49000,1221750,271500,68000,35500,20000,555750,123500,107700,54500,37000,896400,199200,5532600,262500,28100,26204400,5823200,33500,41000,29700,468900,104200
101085001,"MONTELUKAST 10mg, tableta, V.O.",0.043,12602200,285600,165200,561279,13053000,9284200,68800,7900,402518.7,9360900,8116600,203000,15300,358400.7,8334900,226100,59500,59200,14826.4,344800,3319200,0,12100,143245.9,3331300
101085101,"MONTELUKAST 5mg, tableta masticable, V.O.",0.034,822600,266000,142800,41867.6,1231400,444500,153100,96600,23602.8,694200,342200,104400,89400,18224,536000,432100,52900,13400,16945.6,498400,362200,170800,136100,22749.4,669100
101085201,"ACICLOVIR 400mg, cápsula o tableta, V.O.",0.053,600000,170100,240400,53556.5,1010500,231100,10600,39400,14898.3,281100,791000,116300,74100,52014.2,981400,16650,0,0,882.45,16650,644900,130300,218100,52644.9,993300
101085801,"DOXICICLINA 100mg, base clorhidrato o hiclato, cápsula o tableta, V.O.",0.205,93530,4650,0,20126.9,98180,28110,0,1920,6156.15,30030,22200,0,0,4551,22200,923100,0,407800,272834.5,1330900,5550,0,0,1137.75,5550
101086001,"CLOPIDOGREL DISULFATO 75mg, tableta, V.O. ",0.037,5091600,1229000,2738900,335201.5,9059500,2908800,359500,1246800,167058.7,4515100,2021400,124700,954400,114718.5,3100500,2606355,268230,0,106359.645,2874585,216400,6000,140600,13431,363000
101086201,"FENOFIBRATO 200-250mg, cápsula de liberación prolongada, V.O. ",0.17,0,0,264720,45002.4,264720,12450,0,0,2116.5,12450,0,0,0,0,0,0,0,0,0,0,1714770,330720,305280,399630.9,2350770
101086401,"CARVEDILOL 6.25mg, tableta, V.O.",0.024,140504,13216,34280,4512,188000,649460,756,33600,16411.584,683816,0,0,0,0,0,7774450,1504200,1377000,255735.6,10655650,658168,0,0,15796.032,658168
101086601,"AMLODIPINA 5mg, tableta, V.O. ",0.006,9462270,2724720,1595850,82697.04,13782840,0,0,0,0,0,10534300,0,33700,63408,10568000,139300,5500,30500,1051.8,175300,450660,1123200,1843500,20504.16,3417360
101087001,"DILTIAZEM 180mg, cápsula o tableta, de liberación modificada, V.O. ",0.148,257800,82000,31400,54937.6,371200,245700,65100,26400,49905.6,337200,194900,43500,63500,44681.2,301900,156740,60390,55530,40353.68,272660,71600,3200,13800,13112.8,88600
101087201,"DILTIAZEM 60mg, cápsula o tableta, V.O.",0.16,243320,176640,301320,115404.8,721280,224020,109230,175380,81380.8,508630,217920,91980,137490,71582.4,447390,1104100,259400,69200,229232,1432700,93950,24930,7740,20259.2,126620
101087401,"MICOFENOLATO MOFETILO 250mg, cápsula, V.O. ",0.95,1072100,161200,263800,1422245,1497100,1701700,291960,177648,2062742.6,2171308,1691400,450200,96600,2126290,2238200,11520,360,0,11286,11880,871600,167800,123100,1104375,1162500
101090101,"LAMIVUDINA 150mg, cápsula o tableta,  V.O.",0.15,10860,900,480,1836,12240,8340,540,480,1404,9360,16080,180,0,2439,16260,120390,13755,29400,24531.75,163545,0,0,0,0,0
101090501,"ITRACONAZOL, 100MG, CÁPSULA O TABLETA, V.O.",1.17,57075,0,0,66777.75,57075,180390,19785,99480,350596.35,299655,225270,22020,63840,364022.1,311130,0,0,0,0,0,38460,375,15540,63618.75,54375
101091001,"INDAPAMIDA 1.5mg, tableta de acción prolongada, V.O.",0.038,16020,587250,687660,49055.34,1290930,583680,150060,725700,55458.72,1459440,780,0,197850,7547.94,198630,79800,400,1800,3116,82000,875760,0,36000,34646.88,911760
101091101,"DEXAMETASONA 4mg, tableta, V.O.",0.16,3700,0,100,608,3800,0,0,0,0,0,99900,900,0,16128,100800,669690,0,0,107150.4,669690,36000,0,0,5760,36000
101091401,"OLANZAPINA 10mg, tableta o tableta dispersable, V.O. ",0.09,3600,1530,0,461.7,5130,86400,6420,7710,9047.7,100530,7950,0,0,715.5,7950,0,900,0,81,900,354480,4530,9360,33153.3,368370
101091601,"IMATINIB MESILATO 100mg, cápsula o tableta, V.O.",2.73,4560,1680,0,17035.2,6240,3120,1200,0,11793.6,4320,780,1200,0,5405.4,1980,7500,0,600,22113,8100,0,300,0,819,300
101091901,"CAPECITABINA, 500MG, TABLETA O CÁPSULA, V.O.",0.0238,27400,0,600,666.4,28000,17600,0,0,418.88,17600,14000,0,400,342.72,14400,16200,4200,0,485.52,20400,5000,0,0,119,5000
101092001,"LETROZOL  2.5mg, tableta, V.O.",0.67,26980,10200,1000,25580.6,38180,25732,7200,0,22064.44,32932,26000,6400,400,21976,32800,10543460,137600,345300,7387661.2,11026360,10390,2870,3510,11235.9,16770
101092101,"LISINOPRIL,  20mg, tableta, V.O.",0.06,8953320,887000,1604900,686713.2,11445220,21560440,231100,1255200,1382804.4,23046740,17326020,443800,1418700,1151311.2,19188520,11160,6750,3870,1306.8,21780,4683000,0,309000,299520,4992000
101092301,"IMATINIB MESILATO 400mg, cápsula o tableta, V.O.",1.5,15570,1350,14640,47340,31560,0,0,4320,6480,4320,0,2850,2160,7515,5010,0,0,0,0,0,0,570,0,855,570
101092801,"AMOXICILINA 500mg con ACIDO CLAVULÁNICO 125mg, tableta, V.O.",0.25,944,128,160,308,1232,0,0,0,0,0,0,0,0,0,0,142050,9300,1560,38227.5,152910,77025,0,0,19256.25,77025
101092901,"BICALUTAMIDA, 50MG, TABLETA, V.O.",0.12,141100,39660,29610,25244.4,210370,33940,35700,15900,10264.8,85540,237490,28020,11520,33243.6,277030,9390,11910,280,2589.6,21580,81310,0,6720,10563.6,88030
101093001,"DEFLAZACORT 6mg, tableta, V.O.",0.29,26990,21710,1690,14613.1,50390,21600,16090,0,10930.1,37690,13320,16000,400,8618.8,29720,788000,331800,2500,325467,1122300,6260,7880,0,4100.6,14140
101093301,"GABAPENTINA 300mg, cápsula, V.O.",0.044,38400,0,129000,7365.6,167400,38400,0,0,1689.6,38400,0,0,0,0,0,6556200,0,97440,292760.16,6653640,6000,0,0,264,6000
101093401,"IRBESARTÁN 300mg, tableta, V.O.",0.065,10613030,108960,584340,734911.45,11306330,1624230,0,101640,112181.55,1725870,1182570,1590,0,76970.4,1184160,21750,3250,220,1639.3,25220,3423840,0,404280,248827.8,3828120
101093501,"LINEZOLID 600mg, tableta,  V.O.",7.12,67230,8330,9220,603633.6,84780,37080,5380,3460,326950.4,45920,29580,4720,0,244216,34300,236200,8600,10000,1814176,254800,13930,0,0,99181.6,13930
101093601,"MINOXIDIL 10mg, tableta, V.O.",0.349,206300,13100,18900,83166.7,238300,251400,1400,6000,90321.2,258800,365100,30900,9600,141554.4,405600,147420,17970,0,57721.11,165390,87400,0,17800,36714.8,105200
101093801,"PROPAFENONA  150mg, tableta, V.O.",0.35,24540,0,29910,19057.5,54450,6990,540,12360,6961.5,19890,0,540,0,189,540,27900,300,3100,10955,31300,47970,3420,1830,18627,53220
101094001,"SIROLIMUS 1mg, tableta, V.O. ",9.41,58200,1100,2200,578715,61500,43400,200,0,410276,43600,19900,300,400,193846,20600,196450,90750,24050,2928862.5,311250,28000,1100,3400,305825,32500
101094101,"TACROLIMUS  1mg, cápsula, V.O.",3.76,158000,96000,134750,1461700,388750,119500,69850,73600,988692,262950,362600,162200,71800,2243216,596600,26000,600,400,101520,27000,66300,8950,0,282940,75250
101094201,"TALIDOMIDA, 100mg, tableta, V.O.",1.09,52900,2200,2400,62675,57500,38200,900,200,42837,39300,16900,600,200,19293,17700,17700,0,0,19293,17700,10600,1200,400,13298,12200
101094301,"TOPIRAMATO, 100MG, TABLETA, V.O.",0.086,107700,46200,120400,23589.8,274300,23600,13800,15200,4523.6,52600,23600,3100,0,2296.2,26700,700,0,0,60.2,700,0,0,0,0,0
101094401,"TRETINOÍNA (ACIDO RETINOICO) 10mg, cápsula, V.O.",3.92795,4700,0,0,18461.365,4700,1700,0,0,6677.515,1700,2800,0,0,10998.26,2800,6120,0,1260,28988.271,7380,0,0,0,0,0
101094501,"VALGANCICLOVIR  450mg, tableta, V.O.",7.77,7500,540,1560,74592,9600,13560,840,3300,137529,17700,9360,900,2400,98368.2,12660,165676,448,6020,1337558.88,172144,2040,0,540,20046.6,2580
101094701,"CINACALCET HIDROCLORURO,  30mg,  tableta, V.O.",1.14,267740,19404,8988,337590.48,296132,290864,15848,0,349651.68,306712,242564,10360,12600,302697.36,265524,1120,0,0,1276.8,1120,91000,1120,952,106102.08,93072
101095601,"DEFERASIROX 125mg, tableta dispersable, V.O.",9.951,5180,0,0,51546.18,5180,4480,0,0,44580.48,4480,2240,0,0,22290.24,2240,1932,0,0,19225.332,1932,0,0,0,0,0
101095701,"DEFERASIROX 250mg, tableta dispersable, V.O. ",12.08,1232,0,0,14882.56,1232,3136,0,0,37882.88,3136,2716,0,0,32809.28,2716,13140,0,0,158731.2,13140,1288,0,0,15559.04,1288
101095801,"DEFERASIROX 500mg, tableta dispersable, V.O. ",6.287,3450,150,90,23199.03,3690,0,0,0,0,0,0,0,0,0,0,291312,4032,448,1859644.304,295792,3660,600,0,26782.62,4260
101096001,"NILOTINIB, 200mg, cápsula, V.O.",42,240688,36512,7728,11966976,284928,138880,20048,448,6693792,159376,330960,15232,0,14540064,346192,0,0,0,0,0,168672,2016,0,7168896,170688
101096101,"DASATINIB 70mg, tableta, V.O.",13.5,1680,0,0,22680,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101096201,"TENOFOVIR 300mg/EMTRICITABINA 200mg/EFAVIRENZ 600mg, tableta, V.O.",0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5175990,264000,2676720,2110344.6,8116710,0,0,0,0,0
101096301,"PERINDOPRIL,  5MG, TABLETA, V.O.",0.48,22390680,3338190,8324460,16345598.4,34053330,13568520,864660,5670060,9649555.2,20103240,9247620,377280,4985760,7013116.8,14610660,0,0,0,0,0,1024800,12900,1097280,1024790.4,2134980
101096501,"QUETIAPINA FUMARATO, 200mg, tableta, V.O.",0.06,1030,0,0,61.8,1030,0,0,0,0,0,0,0,0,0,0,4800,14088,11232,1807.2,30120,141850,20600,0,9747,162450
101096601,"IVERMECTINA 6mg, tableta, V.O.",0.198,12000,3792,7032,4519.152,22824,14136,0,1512,3098.304,15648,336,13896,5808,3967.92,20040,49590,0,14580,12705.66,64170,600,240,5160,1188,6000
101096801,"TENOFOVIR DISOPROXIL FUMARATO 300mg, equivalente a 245mg de TENOFOVIR DISOPROXILO , tableta, V.O.",0.467,5640,0,2190,3656.61,7830,10260,0,0,4791.42,10260,87300,0,0,40769.1,87300,302640,1800,14040,148730.16,318480,29340,0,9720,18241.02,39060
101096901,"RALTEGRAVIR 400mg, tableta, V.O. ",2.99,474800,4500,10500,1464502,489800,210120,3600,0,639022.8,213720,407040,2400,26220,1302623.4,435660,95280,720,1200,290628,97200,173280,1200,9360,549681.6,183840
101097001,"EMTRICITABINA 200mg/ TENOFOVIR 300mg, tableta, V.O.",0.25,247980,0,14040,65505,262020,217260,480,10080,56955,227820,146730,960,4320,38002.5,152010,226890,104040,228960,139972.5,559890,56670,480,0,14287.5,57150
101097101,"SEVELAMER CARBONATO 800mg, tableta, V.O.",0.299,984060,141120,97380,365545.44,1222560,869760,516060,415800,538684.38,1801620,503820,289980,330480,336159.72,1124280,0,0,0,0,0,61020,2520,99540,48760.92,163080
101097201,"OXICODONA CLORHIDRATO, 10mg, tableta de liberación prolongada, V.O.",1.7,1500,0,540,3468,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101097301,"OXICODONA CLORHIDRATO, 20MG TABLETA DE LIBERACION PROLONGADA, V.O.",2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,270,0,6675.9,2310,0,0,0,0,0
101097401,"VORICONAZOL 200mg, tableta, V.O.",5.35,11850,540,480,68854.5,12870,4620,480,0,27285,5100,4830,480,0,28408.5,5310,8640,11340,0,106893,19980,15480,150,0,83620.5,15630
101097501,"ABACAVIR 300mg, tableta, V.O.",0.56,42180,18900,780,34641.6,61860,12960,15120,0,15724.8,28080,15300,15120,0,17035.2,30420,0,0,0,0,0,5760,7560,0,7459.2,13320
101097601,"TIZANIDINA CLORHIDRATO 4mg, tableta, V.O. (x1000)",0.83,0,0,3000,2490,3000,0,0,0,0,0,0,0,0,0,0,99720,3120,0,85357.2,102840,100,0,0,83,100
101097701,"PANCREATINA,  150mg, equivalente a: Lipasa 10,000U, Amilasa  8,000U, Proteasa 600U, cápsula, V.O.",0.79,198120,17640,6560,175632.8,222320,35940,7340,13120,44556,56400,5240,2880,4920,10301.6,13040,35160,150,6240,32824.5,41550,41040,8000,14480,50180.8,63520
101097801,"PRAMIPEXOL, 0.25 MG, TABLETA RANURADA, V.O.",0.55,69630,990,8940,43758,79560,134460,0,9840,79365,144300,93660,3000,2460,54516,99120,120,0,0,66,120,0,0,4260,2343,4260
101097901,"PRAMIPEXOL, 1.0  MG, TABLETA RANURADA, V.O.",0.65,21660,630,2880,16360.5,25170,960,0,0,624,960,600,0,0,390,600,0,0,0,0,0,0,0,0,0,0
101098001,"ACIDO ALENDRONICO (ALENDRONATO SODICO TRIHIDRATADO) 70mg, tableta, V.O.",0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1484,728,1128.12,2212,0,0,0,0,0
101098901,"FINGOLIMOD 0.5mg, cápsula, V.O",48.67,20020,1120,3640,1206042.6,24780,4200,3164,3136,511035,10500,672,4284,2660,370670.72,7616,29460,8280,0,1836805.8,37740,0,784,0,38157.28,784
101099501,"EVEROLIMUS 0.5mg, tableta, V.O. ",5.7,57840,3480,0,349524,61320,65340,18780,0,479484,84120,48060,21720,0,397746,69780,1340,1280,0,14934,2620,38280,600,0,221616,38880
101099601,"CABERGOLINA, 0.5MG, TABLETA V.O.",1.9,0,0,0,0,0,0,0,0,0,0,10716,1216,368,23370,12300,160440,0,0,304836,160440,4,0,0,7.6,4
101099901,"ABIRATERONA 250mg, tableta, V.O. ",2.49,2520,3960,30720,92628,37200,0,0,0,0,0,68280,0,0,170017.2,68280,15372,126,0,38590.02,15498,20160,0,14760,86950.8,34920
101100001,"LENALIDOMIDA 10mg, tableta o cápsula, V.O.",51.54,11361,189,168,603945.72,11718,13818,168,0,720838.44,13986,25767,168,0,1336689.9,25935,22050,0,0,1136457,22050,9366,252,0,495711.72,9618
101100101,"LENALIDOMIDA 25mg, tableta o cápsula,  V.O. ",53.54,4347,525,777,302447.46,5649,11151,0,0,597024.54,11151,36624,0,0,1960848.96,36624,0,0,0,0,0,13272,126,0,717328.92,13398
101100201,"DAPSONA 100mg, tableta, V.O.",0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101100401,"DARUNAVIR ETANOLATO 600mg, tableta, V.O.",1.09,22800,0,10500,36297,33300,0,0,0,0,0,0,0,0,0,0,398412,5880,24192,467047.56,428484,0,0,0,0,0
101100901,"DULOXETINA, 60mg, capsula o tableta, V.O.",1.532,1008168,142940,210756,2086375.648,1361864,770784,89516,126000,1511011.6,986300,591304,31388,100632,1108132.368,723324,0,0,0,0,0,192060,15596,0,318128.992,207656
101101001,"ESCITALOPRAM 10mg, tableta, V.O",0.08,253442,33750,13170,24028.96,300362,86670,30,0,6936,86700,5220,0,0,417.6,5220,11088,0,0,887.04,11088,0,0,0,0,0
101101101,"NILOTINIB, 150mg, cápsula, V. O.",42,14784,0,0,620928,14784,9856,0,0,413952,9856,7392,0,0,310464,7392,14700,0,0,617400,14700,4704,0,0,197568,4704
101101201,PARICALCITOL 2mcg capsula V.O.,11.22,1080,0,900,22215.6,1980,0,0,0,0,0,0,0,0,0,0,66745,2576,0,777781.62,69321,2400,0,0,26928,2400
101101301,"ZOLPIDEM, 6.25mg, tableta de liberacion prolongada, V.O",1.94,332149,8844,2163,665722.64,343156,167741,7440,0,339851.14,175181,113260,3808,840,228741.52,117908,19016,22064,350,80374.2,41430,38262,1344,0,76835.64,39606
101101401,"ZOLPIDEM, 12.5MG, TABLETA DE LIBERACIÓN PROLONGADA, V. O. ",1.96,3038,0,420,6777.68,3458,0,0,105,205.8,105,60326,21000,0,159398.96,81326,0,0,0,0,0,5084,10164,0,29886.08,15248
101104301,"BICTEGRAVIR 50mg/EMTRICITABINA 200mg/TENOFOVIR 25mg Cápsula o Comprimido, V.O. (x30)",2.97,1459350,15930,52590,4537773.9,1527870,304920,15780,0,952479,320700,0,22500,0,66825,22500,66560,2040,1840,209206.8,70440,168180,0,0,499494.6,168180
101104601,"FLUCONAZOL 150-200mg, tableta o cápsula, V.O.",0.21,0,0,0,0,0,0,0,0,0,0,92890,3570,0,20256.6,96460,32997,4962,28194,13892.13,66153,29350,0,0,6163.5,29350
102000702,"METOCLOPRAMIDA 5mg/ml, solución, I.M., I.V.",0.11,110764,29396,63004,22348.04,203164,201067,8826,3290,23450.13,213183,159208,4068,22176,20399.72,185452,209307,4767,16245,25335.09,230319,84,0,5566,621.5,5650
102000901,"AGUA ESTERIL, para inyectable, vial o bolsa multiuso con sello de seguridad, 50-100ml.",1.27,196164,16098,14356,287804.86,226618,202934,12961,3628,278794.21,219523,235596,8846,5200,317045.34,249642,26890,220,122,34584.64,27232,81563,99,19200,128094.74,100862
102001302,"FLUFENAZINA DECANOATO 25mg/ml, solución, I.M.",6.44,42080,1180,1322,287108.08,44582,40310,580,998,269758.72,41888,38122,410,634,252229.04,39166,820,46,0,5577.04,866,16700,122,37,108571.96,16859
102001901,"INMUNOGLOBULINA ANTID HUMANA 125150mcg/ml o su equivalente en UI, solución, vial  I.M.",50,856,46,0,45100,902,1383,3,0,69300,1386,1217,47,0,63200,1264,93767,3980,15100,5642350,112847,489,46,0,26750,535
102002101,"DIFENHIDRAMINA 10mg/ml, solución, I.M., I.V.",0.9,209236,14520,6486,207217.8,230242,127501,9640,0,123426.9,137141,110906,6900,6530,111902.4,124336,29586,118,0,26733.6,29704,55812,449,11180,60696.9,67441
102002701,"ESCOPOLAMINA BUTILBROMURO (HIOSCINA) 20mg/ml, solución, I.M., I.V.",0.33,13630,80,1130,4897.2,14840,22572,0,0,7448.76,22572,24276,2319,1819,9376.62,28414,151845,3932,12028,55375.65,167805,948,0,0,312.84,948
102003001,"CALCIO GLUCONATO 10%, solución, I.V.",0.75,154597,6380,29443,142815,190420,136716,10384,19284,124788,166384,222847,7278,17108,185424.75,247233,217365,2250,14475,175567.5,234090,90135,3068,5600,74102.25,98803
102003801,"CLORFENIRAMINA MALEATO 10mg/ml,  solución, I.M., I.V.",0.349,156919,9608,17660,64281.263,184187,390198,595,8225,139257.282,399018,333208,1950,12250,121245.392,347408,840,0,0,293.16,840,120580,290,8884,45284.146,129754
102004401,"DEXAMETASONA FOSFATO SÓDICO (LIBRE DE ALCOHOL BENCÍLICO) 4mg/ml, solución, I.M., I.V.",0.301,269115,16334,115810,120778.959,401259,124560,440,25710,45363.71,150710,29460,0,4050,10086.51,33510,43891,1848,2424,14497.063,48163,80,0,0,24.08,80
102004601,"DEXTROSA EN AGUA, al 5% en SOLUCIÓN SALINA al 0.9%, solución, envase plástico (bolsa o frasco) con equipo adaptable desechable para Infusión Intravenosa, 500ml.",0.57,88860,6371,13274,61847.85,108505,63788,3072,3820,40287.6,70680,49064,1128,3264,30469.92,53456,98276,7116,10536,66078.96,115928,20334,477,9912,17512.11,30723
102004701,"DEXTROSA EN AGUA, al 5% en SOLUCIÓN SALINA al 0.9%, solución, envase plástico (bolsa o frasco), con equipo adaptable desechable para Infusión Intravenosa, 1,000ml.",0.69,146472,18944,30704,135322.8,196120,148712,12472,14972,121547.64,176156,149168,11056,9140,116861.16,169364,95814,2817,10920,75590.19,109551,62150,3440,4096,48083.34,69686
102004801,"DEXTROSA EN AGUA, al 5%, solución, envase plástico (bolsa o frasco), con equipo adaptable desechable para Infusión Intravenosa, 500ml.",0.67,137945,5860,19477,109398.94,163282,111822,4040,1920,78913.94,117782,169250,2418,8880,120967.16,180548,224208,408,3212,152644.76,227828,66813,297,4160,47750.9,71270
102004901,"DEXTROSA EN AGUA, al 5%, solución, envase plástico (bolsa o frasco), con equipo adaptable desechable para Infusión intravenosa, 1,000ml.",1.23,202053,17406,1812,272163.33,221271,117770,6448,432,153319.5,124650,310779,444,2328,385667.73,313551,32298,110,560,40550.64,32968,131167,288,288,162043.89,131743
102005001,"DEXTROSA EN AGUA, al 10%, solución, envase plástico (bolsa o frasco), con equipo adaptable desechable para Infusión Intravenosa, 500 ml. I.V.",0.64,58881,1477,1978,39895.04,62336,38192,404,2128,26063.36,40724,29355,302,448,19267.2,30105,112048,0,55897,107484.8,167945,17302,0,240,11226.88,17542
102005302,"DEXTROSA al 50%, solución, vial o frasco o bolsa, 50-100ml, I.V.",0.57,114126,8866,109045,132261.09,232037,73968,2516,79435,88873.83,155919,175615,1896,77420,145310.67,254931,940,0,0,535.8,940,73154,0,34782,61523.52,107936
102005901,"EFEDRINA SULFATO 25-60mg/ml, solución,  I.V.",5.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,192.6,36,1480,400,30,10218.5,1910
102007401,"NALOXONA 0.4mg/ml, solución, I.M., I.V., S.C.",1.78,0,623,0,1108.94,623,0,448,0,797.44,448,112,448,0,996.8,560,1233,0,0,2194.74,1233,4282,400,0,8333.96,4682
102008501,"BLEOMICINA SULFATO 15U,  polvo liofilizado, S.C., I.M., I.V.",59.5,1832,250,188,135065,2270,1728,200,0,114716,1928,1726,200,0,114597,1926,0,0,0,0,0,582,0,0,34629,582
102008901,"DOXORUBICINA CLORHIDRATO 10mg-50mg, polvo liofilizado o solución, I.V.",5.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247139,77992,22128,1812691.98,347259,32,0,0,167.04,32
102009401,"RINGER LACTATO, solución, envase plástico (bolsa o frasco), con equipo adaptable desechable para Infusión Intravenosa 1,000ml.",0.71,0,0,0,0,0,0,0,0,0,0,212719,61354,22680,210694.63,296753,792,0,0,562.32,792,219735,41934,5232,189499.71,266901
102010701,"RINGER LACTATO, solución, envase plástico (bolsa o frasco), con equipo adaptable desechable para Infusión Intravenosa, 500ml.",0.59,52124,5772,28418,50925.26,86314,11000,0,51,6520.09,11051,1056,0,0,623.04,1056,3140,240,18360,12826.6,21740,264,0,0,155.76,264
102011701,"MAGNESIO SULFATO 10%, solución,  I.V.",0.21,101486,8888,19402,27252.96,129776,56900,4568,4573,13868.61,66041,41133,1914,0,9039.87,43047,9460,6220,360,3368.4,16040,767,130,7600,1784.37,8497
102011801,"PETIDINA (MEPERIDINA) 50mg/ml, solución, I.M., I.V. ",2.22,0,260,1000,2797.2,1260,55742,9560,500,146080.44,65802,61826,8320,760,157411.32,70906,22690,1685,24800,109168.5,49175,18110,4120,0,49350.6,22230
102013401,"NOREPINEFRINA BITARTRATO (sal), equivalente a NOREPINEFRINA (base) 1mg/ml, solución, I.V.",0.79,292254,9317,3525,241025.84,305096,137468,5879,15000,125094.13,158347,119435,4985,0,98291.8,124420,0,0,150,118.5,150,6356,1190,0,5961.34,7546
102013601,"BENCILPENICILINA BENZATÍNICA 2,400,000UI, polvo liofilizado, I.M.                                                                                   ",0.94,57,0,8482,8026.66,8539,0,0,3452,3244.88,3452,335,0,1336,1570.74,1671,69,0,0,64.86,69,16408,0,1750,17068.52,18158
